Working,Edition,Sub-Edition,Week Age,Reserve Type,Grand Total,Distribution Channel,Territory,Sub Territory,Week Ending Date,Original Name,Title,Reserve Level,Original Retailer Name,Relative Week,Retailer,Comments,Released?,Title with Platform,Brand,Installment,Platform Type,Platform,Release Date,IPC Segment
Yes,Special,Gold,-24,Pre-Order,Grand Total,Digital,LATAM,ROSA,9/30/17,RPG 123 GOLD XBOX ONE,RPG 123 GOLD XBOX ONE,193,MICROSOFT,4,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-24,Pre-Purchase,Grand Total,Digital,LATAM,ROSA,9/30/17,RPG 123 PC,RPG 123 PC,80,STEAM,4,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Standard,Standard,-24,Pre-Purchase,Grand Total,Digital,LATAM,ROSA,9/30/17,RPG 123 PC,RPG 123 PC,20,UBISOFT,4,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-24,Pre-Purchase,Grand Total,Digital,LATAM,ROSA,9/30/17,RPG 123 GOLD PC,RPG 123 GOLD PC,136,STEAM,4,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-24,Pre-Purchase,Grand Total,Digital,LATAM,ROSA,9/30/17,RPG 123 GOLD PC,RPG 123 GOLD PC,31,UBISOFT,4,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-24,Pre-Purchase,Grand Total,Digital,LATAM,ROSA,9/30/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,40,STEAM,4,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-24,Pre-Purchase,Grand Total,Digital,LATAM,ROSA,9/30/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,15,UBISOFT,4,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-24,Pre-Purchase,Grand Total,Digital,LATAM,ROSA,9/30/17,RPG 123 GOLD PS4,RPG 123 GOLD PS4,129,SONY,4,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-24,Pre-Purchase,Grand Total,Digital,LATAM,ROSA,9/30/17,RPG 123 PS4,RPG 123 PS4,168,SONY,4,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-24,Pre-Order,Grand Total,Digital,LATAM,ROSA,9/30/17,RPG 123 XBOX ONE,RPG 123 XBOX ONE,80,MICROSOFT,4,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-24,Pre-Order,Grand Total,Digital,LATAM,ROSA,9/30/17,RPG 123 DELUXE EDITION XBOX ONE,RPG 123 DELUXE XBOX ONE,62,MICROSOFT,4,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-24,Pre-Purchase,Grand Total,Digital,LATAM,ROSA,9/30/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,53,SONY,4,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-24,Pre-Purchase,Grand Total,Digital,LATAM,ROSA,9/30/17,RPG 123 DAWN OF THE CRD PS4,RPG 123 COLLECTOR EDITION PS4,8,UBISOFT,4,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-24,Pre-Purchase,Grand Total,Digital,LATAM,ROSA,9/30/17,RPG 123 DAWN OF THE CRD XBOXONE,RPG 123 COLLECTOR EDITION XBOX ONE,1,UBISOFT,4,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-24,Pre-Order,Grand Total,Digital,USA,USA,9/30/17,RPG 123 GOLD XBOX ONE,RPG 123 GOLD XBOX ONE,19347,MICROSOFT,4,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-24,Pre-Purchase,Grand Total,Digital,USA,USA,9/30/17,RPG 123 GOLD XBOX ONE,RPG 123 GOLD XBOX ONE,342,UBISOFT,4,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-24,Pre-Purchase,Grand Total,Digital,USA,USA,9/30/17,RPG 123 PC,RPG 123 PC,1200,STEAM,4,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Standard,Standard,-24,Pre-Purchase,Grand Total,Digital,USA,USA,9/30/17,RPG 123 PC,RPG 123 PC,211,UBISOFT,4,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-24,Pre-Purchase,Grand Total,Digital,USA,USA,9/30/17,RPG 123 GOLD PC,RPG 123 GOLD PC,1419,STEAM,4,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-24,Pre-Purchase,Grand Total,Digital,USA,USA,9/30/17,RPG 123 GOLD PC,RPG 123 GOLD PC,505,UBISOFT,4,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-24,Pre-Purchase,Grand Total,Digital,USA,USA,9/30/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,878,STEAM,4,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-24,Pre-Purchase,Grand Total,Digital,USA,USA,9/30/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,289,UBISOFT,4,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-24,Pre-Purchase,Grand Total,Digital,USA,USA,9/30/17,RPG 123 GOLD PS4,RPG 123 GOLD PS4,3688,SONY,4,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-24,Pre-Purchase,Grand Total,Digital,USA,USA,9/30/17,RPG 123 GOLD PS4,RPG 123 GOLD PS4,256,UBISOFT,4,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-24,Pre-Purchase,Grand Total,Digital,USA,USA,9/30/17,RPG 123 PS4,RPG 123 PS4,4210,SONY,4,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-24,Pre-Purchase,Grand Total,Digital,USA,USA,9/30/17,RPG 123 PS4,RPG 123 PS4,67,UBISOFT,4,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-24,Pre-Order,Grand Total,Digital,USA,USA,9/30/17,RPG 123 XBOX ONE,RPG 123 XBOX ONE,8305,MICROSOFT,4,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-24,Pre-Purchase,Grand Total,Digital,USA,USA,9/30/17,RPG 123 XBOX ONE,RPG 123 XBOX ONE,79,UBISOFT,4,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-24,Pre-Order,Grand Total,Digital,USA,USA,9/30/17,RPG 123 DELUXE EDITION XBOX ONE,RPG 123 DELUXE XBOX ONE,5599,MICROSOFT,4,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-24,Pre-Purchase,Grand Total,Digital,USA,USA,9/30/17,RPG 123 DELUXE EDITION XBOX ONE,RPG 123 DELUXE XBOX ONE,223,UBISOFT,4,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-24,Pre-Purchase,Grand Total,Digital,USA,USA,9/30/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,1818,SONY,4,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-24,Pre-Purchase,Grand Total,Digital,USA,USA,9/30/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,231,UBISOFT,4,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-24,Pre-Purchase,Grand Total,Digital,USA,USA,9/30/17,RPG 123 GODS EDITION XBOX ONE,RPG 123 COLLECTOR EDITION XBOX ONE,46,UBISOFT,4,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Collector,-24,Pre-Purchase,Grand Total,Digital,USA,USA,9/30/17,RPG 123 DAWN OF THE CRD PS4,RPG 123 COLLECTOR EDITION PS4,3666,UBISOFT,4,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-24,Pre-Purchase,Grand Total,Digital,USA,USA,9/30/17,RPG 123 D.O.C LEGENDARY PS4,RPG 123 COLLECTOR EDITION PS4,78,UBISOFT,4,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-24,Pre-Purchase,Grand Total,Digital,USA,USA,9/30/17,RPG 123 GODS EDITION PS4,RPG 123 COLLECTOR EDITION PS4,95,UBISOFT,4,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-24,Pre-Purchase,Grand Total,Digital,USA,USA,9/30/17,RPG 123 D.O.C LEGENDARY XBOX ONE,RPG 123 COLLECTOR EDITION XBOX ONE,26,UBISOFT,4,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Collector,-24,Pre-Purchase,Grand Total,Digital,USA,USA,9/30/17,RPG 123 DAWN OF THE CRD XBOXONE,RPG 123 COLLECTOR EDITION XBOX ONE,1349,UBISOFT,4,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-24,Pre-Order,Grand Total,Digital,LATAM,MEX,9/30/17,RPG 123 GOLD XBOX ONE,RPG 123 GOLD XBOX ONE,516,MICROSOFT,4,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-24,Pre-Purchase,Grand Total,Digital,LATAM,MEX,9/30/17,RPG 123 PC,RPG 123 PC,17,STEAM,4,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Standard,Standard,-24,Pre-Purchase,Grand Total,Digital,LATAM,MEX,9/30/17,RPG 123 PC,RPG 123 PC,2,UBISOFT,4,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-24,Pre-Purchase,Grand Total,Digital,LATAM,MEX,9/30/17,RPG 123 GOLD PC,RPG 123 GOLD PC,32,STEAM,4,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-24,Pre-Purchase,Grand Total,Digital,LATAM,MEX,9/30/17,RPG 123 GOLD PC,RPG 123 GOLD PC,8,UBISOFT,4,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-24,Pre-Purchase,Grand Total,Digital,LATAM,MEX,9/30/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,4,STEAM,4,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-24,Pre-Purchase,Grand Total,Digital,LATAM,MEX,9/30/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,3,UBISOFT,4,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-24,Pre-Purchase,Grand Total,Digital,LATAM,MEX,9/30/17,RPG 123 GOLD PS4,RPG 123 GOLD PS4,54,SONY,4,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-24,Pre-Purchase,Grand Total,Digital,LATAM,MEX,9/30/17,RPG 123 PS4,RPG 123 PS4,59,SONY,4,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-24,Pre-Order,Grand Total,Digital,LATAM,MEX,9/30/17,RPG 123 XBOX ONE,RPG 123 XBOX ONE,113,MICROSOFT,4,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-24,Pre-Order,Grand Total,Digital,LATAM,MEX,9/30/17,RPG 123 DELUXE EDITION XBOX ONE,RPG 123 DELUXE XBOX ONE,116,MICROSOFT,4,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-24,Pre-Purchase,Grand Total,Digital,LATAM,MEX,9/30/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,31,SONY,4,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-24,Pre-Purchase,Grand Total,Digital,LATAM,MEX,9/30/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,1,UBISOFT,4,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-24,Pre-Purchase,Grand Total,Digital,LATAM,MEX,9/30/17,RPG 123 DAWN OF THE CRD PS4,RPG 123 COLLECTOR EDITION PS4,9,UBISOFT,4,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-24,Pre-Purchase,Grand Total,Digital,LATAM,MEX,9/30/17,RPG 123 DAWN OF THE CRD XBOXONE,RPG 123 COLLECTOR EDITION XBOX ONE,4,UBISOFT,4,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-23,Pre-Order,Grand Total,Retail,USA,USA,10/7/17,RPG 123 SD 10/27150076,RPG 123 XBOX ONE,34319,GameStop,3,Gamestop,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-23,Pre-Order,Grand Total,Retail,USA,USA,10/7/17,RPG 123 SD 10/27150077,RPG 123 PS4,49455,GameStop,3,Gamestop,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Order,Grand Total,Retail,USA,USA,10/7/17,RPG 123 Dlx SD 10/27150078,RPG 123 DELUXE XBOX ONE,19922,GameStop,3,Gamestop,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Order,Grand Total,Retail,USA,USA,10/7/17,RPG 123 Dlx SD 10/27150079,RPG 123 DELUXE PS4,27006,GameStop,3,Gamestop,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-23,Pre-Order,Grand Total,Retail,USA,USA,10/7/17,RPG 123 PS4,RPG 123 PS4,2241,Best Buy,3,Best Buy,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-23,Pre-Order,Grand Total,Retail,USA,USA,10/7/17,RPG 123 XB1,RPG 123 XBOX ONE,2093,Best Buy,3,Best Buy,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-23,Pre-Order,Grand Total,Retail,USA,USA,10/7/17,RPG 123 STEELBOOK GOLD EDITION PS4,RPG 123 GOLD PS4,1816,Best Buy,3,Best Buy,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-23,Pre-Order,Grand Total,Retail,USA,USA,10/7/17,RPG 123 STEELBOOK GOLD EDITION XB1,RPG 123 GOLD XBOX ONE,1706,Best Buy,3,Best Buy,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Order,Grand Total,Retail,USA,USA,10/7/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,738,Best Buy,3,Best Buy,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Order,Grand Total,Retail,USA,USA,10/7/17,RPG 123 DELUXE EDITION XB1,RPG 123 DELUXE XBOX ONE,686,Best Buy,3,Best Buy,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-23,Pre-Order,Grand Total,Retail,USA,USA,10/7/17,RPG 123 SteelBook Gold Edition - PlayStation 4,RPG 123 GOLD PS4,5977,Amazon,3,Amazon,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-23,Pre-Order,Grand Total,Retail,USA,USA,10/7/17,RPG 123 - PlayStation 4 Standard Edition,RPG 123 PS4,8265,Amazon,3,Amazon,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Order,Grand Total,Retail,USA,USA,10/7/17,RPG 123 Deluxe Edition - PlayStation 4,RPG 123 DELUXE PS4,4951,Amazon,3,Amazon,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-23,Pre-Order,Grand Total,Retail,USA,USA,10/7/17,RPG 123 GODS Collectorâ€™s Edition - Xbox One,RPG 123 COLLECTOR EDITION XBOX ONE,1392,Amazon,3,Amazon,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Order,Grand Total,Retail,USA,USA,10/7/17,RPG 123 Deluxe Edition - Xbox One,RPG 123 DELUXE XBOX ONE,3727,Amazon,3,Amazon,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Collector,-23,Pre-Order,Grand Total,Retail,USA,USA,10/7/17,RPG 123 GODS Collectorâ€™s Edition â€“ PlayStation 4,RPG 123 COLLECTOR EDITION PS4,2457,Amazon,3,Amazon,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-23,Pre-Order,Grand Total,Retail,USA,USA,10/7/17,RPG 123 SteelBook Gold Edition - Xbox One,RPG 123 GOLD XBOX ONE,4233,Amazon,3,Amazon,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-23,Pre-Order,Grand Total,Retail,USA,USA,10/7/17,RPG 123 - Xbox One,RPG 123 XBOX ONE,5163,Amazon,3,Amazon,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-23,Pre-Order,Grand Total,Retail,USA,USA,10/7/17,RPG 123 SteelBook Gold Edition - Xbox One,RPG 123 GOLD XBOX ONE,1208,Target,3,Target,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-23,Pre-Order,Grand Total,Retail,USA,USA,10/7/17,RPG 123 SteelBook Gold Edition - PlayStation 4,RPG 123 GOLD PS4,1202,Target,3,Target,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Order,Grand Total,Retail,USA,USA,10/7/17,RPG 123 DELUXE XB1,RPG 123 DELUXE XBOX ONE,33,Target,3,Target,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Order,Grand Total,Retail,USA,USA,10/7/17,RPG 123 DELUXE PS4,RPG 123 DELUXE PS4,33,Target,3,Target,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-23,Pre-Order,Grand Total,Retail,USA,USA,10/7/17,RPG 123 XB1,RPG 123 XBOX ONE,47,Target,3,Target,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-23,Pre-Order,Grand Total,Retail,USA,USA,10/7/17,RPG 123 PS4,RPG 123 PS4,51,Target,3,Target,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-23,Pre-Order,Grand Total,Retail,CAN,CAN,10/7/17,RPG 123 - PlayStation 4,RPG 123 PS4,316,Videotron,3,Videotron,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-23,Pre-Order,Grand Total,Retail,CAN,CAN,10/7/17,RPG 123 - Xbox One,RPG 123 XBOX ONE,185,Videotron,3,Videotron,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Order,Grand Total,Retail,CAN,CAN,10/7/17,RPG 123 Deluxe Edition - PlayStation 4,RPG 123 DELUXE PS4,68,Videotron,3,Videotron,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Order,Grand Total,Retail,CAN,CAN,10/7/17,RPG 123 Deluxe Edition - Xbox One,RPG 123 DELUXE XBOX ONE,54,Videotron,3,Videotron,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-23,Pre-Order,Grand Total,Retail,CAN,CAN,10/7/17,RPG 123 SteelBook Gold Edition - PlayStation 4,RPG 123 GOLD PS4,77,Videotron,3,Videotron,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-23,Pre-Order,Grand Total,Retail,CAN,CAN,10/7/17,RPG 123 SteelBook Gold Edition - Xbox One,RPG 123 GOLD XBOX ONE,56,Videotron,3,Videotron,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-23,Pre-Order,Grand Total,Retail,CAN,CAN,10/7/17,RPG 123 - PlayStation 4,RPG 123 PS4,4099,EB,3,EB Games,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-23,Pre-Order,Grand Total,Retail,CAN,CAN,10/7/17,RPG 123 - Xbox One,RPG 123 XBOX ONE,2118,EB,3,EB Games,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Order,Grand Total,Retail,CAN,CAN,10/7/17,RPG 123 Deluxe Edition - PlayStation 4,RPG 123 DELUXE PS4,1782,EB,3,EB Games,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Order,Grand Total,Retail,CAN,CAN,10/7/17,RPG 123 Deluxe Edition - Xbox One,RPG 123 DELUXE XBOX ONE,1034,EB,3,EB Games,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-23,Pre-Order,Grand Total,Retail,CAN,CAN,10/7/17,RPG 123 SteelBook Gold Edition - PlayStation 4,RPG 123 GOLD PS4,2499,EB,3,EB Games,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-23,Pre-Order,Grand Total,Retail,CAN,CAN,10/7/17,RPG 123 SteelBook Gold Edition - Xbox One,RPG 123 GOLD XBOX ONE,1429,EB,3,EB Games,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-23,Pre-Order,Grand Total,Retail,CAN,CAN,10/7/17,RPG 123 - PlayStation 4,RPG 123 PS4,295,BBY,3,Best Buy Canada,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-23,Pre-Order,Grand Total,Retail,CAN,CAN,10/7/17,RPG 123 - Xbox One,RPG 123 XBOX ONE,167,BBY,3,Best Buy Canada,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-23,Pre-Order,Grand Total,Retail,CAN,CAN,10/7/17,RPG 123 SteelBook Gold Edition - PlayStation 4,RPG 123 GOLD PS4,116,BBY,3,Best Buy Canada,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-23,Pre-Order,Grand Total,Retail,CAN,CAN,10/7/17,RPG 123 SteelBook Gold Edition - Xbox One,RPG 123 GOLD XBOX ONE,97,BBY,3,Best Buy Canada,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Order,Grand Total,Retail,CAN,CAN,10/7/17,RPG 123 Deluxe Edition - PlayStation 4,RPG 123 DELUXE PS4,169,BBY,3,Best Buy Canada,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Order,Grand Total,Retail,CAN,CAN,10/7/17,RPG 123 Deluxe Edition - Xbox One,RPG 123 DELUXE XBOX ONE,89,BBY,3,Best Buy Canada,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-23,Pre-Order,Grand Total,Digital,LATAM,BRA,10/7/17,RPG 123 GOLD XBOX ONE,RPG 123 GOLD XBOX ONE,529,MICROSOFT,3,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-23,Pre-Purchase,Grand Total,Digital,LATAM,BRA,10/7/17,RPG 123 PC,RPG 123 PC,140,STEAM,3,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Standard,Standard,-23,Pre-Purchase,Grand Total,Digital,LATAM,BRA,10/7/17,RPG 123 PC,RPG 123 PC,18,UBISOFT,3,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
