Working,Edition,Sub-Edition,Week Age,Reserve Type,Grand Total,Distribution Channel,Territory,Sub Territory,Week Ending Date,Original Name,Title,Reserve Level,Original Retailer Name,Relative Week,Retailer,Comments,Released?,Title with Platform,Brand,Installment,Platform Type,Platform,Release Date,IPC Segment
Yes,Special,Gold,-39,Pre-Purchase,Grand Total,Digital,LATAM,MEX,6/17/17,RPG 123 GOLD PC,RPG 123 GOLD PC,8,STEAM,19,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-39,Pre-Purchase,Grand Total,Digital,LATAM,MEX,6/17/17,RPG 123 GOLD PC,RPG 123 GOLD PC,1,UBISOFT,19,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-39,Pre-Purchase,Grand Total,Digital,LATAM,MEX,6/17/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,2,UBISOFT,19,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-39,Pre-Purchase,Grand Total,Digital,LATAM,MEX,6/17/17,RPG 123 GOLD PS4,RPG 123 GOLD PS4,7,SONY,19,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-39,Pre-Purchase,Grand Total,Digital,LATAM,MEX,6/17/17,RPG 123 PS4,RPG 123 PS4,6,SONY,19,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-39,Pre-Order,Grand Total,Digital,LATAM,MEX,6/17/17,RPG 123 XBOX ONE,RPG 123 XBOX ONE,20,MICROSOFT,19,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-39,Pre-Order,Grand Total,Digital,LATAM,MEX,6/17/17,RPG 123 DELUXE EDITION XBOX ONE,RPG 123 DELUXE XBOX ONE,17,MICROSOFT,19,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-39,Pre-Purchase,Grand Total,Digital,LATAM,MEX,6/17/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,2,SONY,19,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-38,Pre-Order,Grand Total,Retail,USA,USA,6/24/17,RPG 123 SD 10/27150076,RPG 123 XBOX ONE,6336,GameStop,18,Gamestop,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-38,Pre-Order,Grand Total,Retail,USA,USA,6/24/17,RPG 123 SD 10/27150077,RPG 123 PS4,8298,GameStop,18,Gamestop,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-38,Pre-Order,Grand Total,Retail,USA,USA,6/24/17,RPG 123 Dlx SD 10/27150078,RPG 123 DELUXE XBOX ONE,4441,GameStop,18,Gamestop,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-38,Pre-Order,Grand Total,Retail,USA,USA,6/24/17,RPG 123 Dlx SD 10/27150079,RPG 123 DELUXE PS4,5936,GameStop,18,Gamestop,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-38,Pre-Order,Grand Total,Retail,USA,USA,6/24/17,RPG 123 STEELBOOK GOLD EDITION PS4,RPG 123 GOLD PS4,407,Best Buy,18,Best Buy,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-38,Pre-Order,Grand Total,Retail,USA,USA,6/24/17,RPG 123 STEELBOOK GOLD EDITION Xbox One,RPG 123 GOLD XBOX ONE,278,Best Buy,18,Best Buy,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-38,Pre-Order,Grand Total,Retail,USA,USA,6/24/17,RPG 123 PS4,RPG 123 PS4,277,Best Buy,18,Best Buy,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-38,Pre-Order,Grand Total,Retail,USA,USA,6/24/17,RPG 123 Xbox One,RPG 123 XBOX ONE,191,Best Buy,18,Best Buy,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-38,Pre-Order,Grand Total,Retail,USA,USA,6/24/17,RPG 123 DELUXE EDITION Xbox One,RPG 123 DELUXE XBOX ONE,113,Best Buy,18,Best Buy,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-38,Pre-Order,Grand Total,Retail,USA,USA,6/24/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,107,Best Buy,18,Best Buy,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-38,Pre-Order,Grand Total,Retail,USA,USA,6/24/17,RPG 123 GODS Collector’s Edition – PlayStation 4,RPG 123 COLLECTOR EDITION PS4,3027,Amazon,18,Amazon,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-38,Pre-Order,Grand Total,Retail,USA,USA,6/24/17,RPG 123 GODS Collector’s Edition - Xbox One,RPG 123 COLLECTOR EDITION XBOX ONE,1663,Amazon,18,Amazon,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-38,Pre-Order,Grand Total,Retail,USA,USA,6/24/17,RPG 123 - PlayStation 4,RPG 123 PS4,1821,Amazon,18,Amazon,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-38,Pre-Order,Grand Total,Retail,USA,USA,6/24/17,RPG 123 - Xbox One,RPG 123 XBOX ONE,1152,Amazon,18,Amazon,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-38,Pre-Order,Grand Total,Retail,USA,USA,6/24/17,RPG 123 Deluxe Edition - PlayStation 4,RPG 123 DELUXE PS4,1481,Amazon,18,Amazon,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-38,Pre-Order,Grand Total,Retail,USA,USA,6/24/17,RPG 123 Deluxe Edition - Xbox One,RPG 123 DELUXE XBOX ONE,934,Amazon,18,Amazon,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-38,Pre-Order,Grand Total,Retail,USA,USA,6/24/17,RPG 123 SteelBook Gold Edition - PlayStation 4,RPG 123 GOLD PS4,2240,Amazon,18,Amazon,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-38,Pre-Order,Grand Total,Retail,USA,USA,6/24/17,RPG 123 SteelBook Gold Edition - Xbox One,RPG 123 GOLD XBOX ONE,1406,Amazon,18,Amazon,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-38,Pre-Order,Grand Total,Retail,USA,USA,6/24/17,RPG 123 SteelBook Gold Edition - Xbox One,RPG 123 GOLD XBOX ONE,129,Target,18,Target,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-38,Pre-Order,Grand Total,Retail,USA,USA,6/24/17,RPG 123 SteelBook Gold Edition - PlayStation 4,RPG 123 GOLD PS4,83,Target,18,Target,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-38,Pre-Order,Grand Total,Retail,USA,USA,6/24/17,RPG 123 DELUXE XB1,RPG 123 DELUXE XBOX ONE,7,Target,18,Target,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-38,Pre-Order,Grand Total,Retail,USA,USA,6/24/17,RPG 123 DELUXE PS4,RPG 123 DELUXE PS4,2,Target,18,Target,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-38,Pre-Order,Grand Total,Retail,USA,USA,6/24/17,RPG 123 XB1,RPG 123 XBOX ONE,4,Target,18,Target,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-38,Pre-Order,Grand Total,Retail,USA,USA,6/24/17,RPG 123 PS4,RPG 123 PS4,2,Target,18,Target,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-38,Pre-Order,Grand Total,Retail,CAN,CAN,6/24/17,RPG 123 SteelBook Gold Edition - Xbox One,RPG 123 GOLD XBOX ONE,14,Videotron,18,Videotron,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-38,Pre-Order,Grand Total,Retail,CAN,CAN,6/24/17,RPG 123 SteelBook Gold Edition - PlayStation 4,RPG 123 GOLD PS4,22,Videotron,18,Videotron,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-38,Pre-Order,Grand Total,Retail,CAN,CAN,6/24/17,RPG 123 Deluxe Edition - Xbox One,RPG 123 DELUXE XBOX ONE,14,Videotron,18,Videotron,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-38,Pre-Order,Grand Total,Retail,CAN,CAN,6/24/17,RPG 123 Deluxe Edition - PlayStation 4,RPG 123 DELUXE PS4,9,Videotron,18,Videotron,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-38,Pre-Order,Grand Total,Retail,CAN,CAN,6/24/17,RPG 123 - Xbox One,RPG 123 XBOX ONE,39,Videotron,18,Videotron,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-38,Pre-Order,Grand Total,Retail,CAN,CAN,6/24/17,RPG 123 - PlayStation 4,RPG 123 PS4,54,Videotron,18,Videotron,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-38,Pre-Order,Grand Total,Retail,CAN,CAN,6/24/17,RPG 123 - PlayStation 4,RPG 123 PS4,937,EB,18,EB Games,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-38,Pre-Order,Grand Total,Retail,CAN,CAN,6/24/17,RPG 123 - Xbox One,RPG 123 XBOX ONE,528,EB,18,EB Games,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-38,Pre-Order,Grand Total,Retail,CAN,CAN,6/24/17,RPG 123 SteelBook Gold Edition - PlayStation 4,RPG 123 GOLD PS4,468,EB,18,EB Games,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-38,Pre-Order,Grand Total,Retail,CAN,CAN,6/24/17,RPG 123 SteelBook Gold Edition - Xbox One,RPG 123 GOLD XBOX ONE,241,EB,18,EB Games,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-38,Pre-Order,Grand Total,Retail,CAN,CAN,6/24/17,RPG 123 Deluxe Edition - PlayStation 4,RPG 123 DELUXE PS4,971,EB,18,EB Games,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-38,Pre-Order,Grand Total,Retail,CAN,CAN,6/24/17,RPG 123 Deluxe Edition - Xbox One,RPG 123 DELUXE XBOX ONE,542,EB,18,EB Games,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-38,Pre-Order,Grand Total,Retail,CAN,CAN,6/24/17,RPG 123 - PlayStation 4,RPG 123 PS4,226,BBY,18,Best Buy Canada,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-38,Pre-Order,Grand Total,Retail,CAN,CAN,6/24/17,RPG 123 - Xbox One,RPG 123 XBOX ONE,131,BBY,18,Best Buy Canada,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-38,Pre-Order,Grand Total,Retail,CAN,CAN,6/24/17,RPG 123 SteelBook Gold Edition - PlayStation 4,RPG 123 GOLD PS4,85,BBY,18,Best Buy Canada,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-38,Pre-Order,Grand Total,Retail,CAN,CAN,6/24/17,RPG 123 SteelBook Gold Edition - Xbox One,RPG 123 GOLD XBOX ONE,63,BBY,18,Best Buy Canada,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-38,Pre-Order,Grand Total,Retail,CAN,CAN,6/24/17,RPG 123 Deluxe Edition - PlayStation 4,RPG 123 DELUXE PS4,144,BBY,18,Best Buy Canada,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-38,Pre-Order,Grand Total,Retail,CAN,CAN,6/24/17,RPG 123 Deluxe Edition - Xbox One,RPG 123 DELUXE XBOX ONE,76,BBY,18,Best Buy Canada,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-38,Pre-Order,Grand Total,Retail,CAN,CAN,6/24/17,RPG 123 - PlayStation 4,RPG 123 PS4,3464,AMZ,18,Amazon Canada,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-38,Pre-Order,Grand Total,Retail,CAN,CAN,6/24/17,RPG 123 - Xbox One,RPG 123 XBOX ONE,1294,AMZ,18,Amazon Canada,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-38,Pre-Order,Grand Total,Retail,CAN,CAN,6/24/17,RPG 123 SteelBook Gold Edition - PlayStation 4,RPG 123 GOLD PS4,560,AMZ,18,Amazon Canada,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-38,Pre-Order,Grand Total,Retail,CAN,CAN,6/24/17,RPG 123 SteelBook Gold Edition - Xbox One,RPG 123 GOLD XBOX ONE,305,AMZ,18,Amazon Canada,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-38,Pre-Order,Grand Total,Retail,CAN,CAN,6/24/17,RPG 123 Deluxe Edition - PlayStation 4,RPG 123 DELUXE PS4,535,AMZ,18,Amazon Canada,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-38,Pre-Order,Grand Total,Retail,CAN,CAN,6/24/17,RPG 123 Deluxe Edition - Xbox One,RPG 123 DELUXE XBOX ONE,292,AMZ,18,Amazon Canada,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Collector,-38,Pre-Order,Grand Total,Retail,CAN,CAN,6/24/17,RPG 123 GODS Collector’s Edition - Xbox One,RPG 123 COLLECTOR EDITION XBOX ONE,97,AMZ,18,Amazon Canada,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Collector,-38,Pre-Order,Grand Total,Retail,CAN,CAN,6/24/17,RPG 123 GODS Collector’s Edition – PlayStation 4,RPG 123 COLLECTOR EDITION PS4,260,AMZ,18,Amazon Canada,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-38,Pre-Order,Grand Total,Digital,LATAM,BRA,6/24/17,RPG 123 GOLD XBOX ONE,RPG 123 GOLD XBOX ONE,140,MICROSOFT,18,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-38,Pre-Purchase,Grand Total,Digital,LATAM,BRA,6/24/17,RPG 123 PC,RPG 123 PC,20,STEAM,18,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Standard,Standard,-38,Pre-Purchase,Grand Total,Digital,LATAM,BRA,6/24/17,RPG 123 PC,RPG 123 PC,4,UBISOFT,18,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-38,Pre-Purchase,Grand Total,Digital,LATAM,BRA,6/24/17,RPG 123 GOLD PC,RPG 123 GOLD PC,61,STEAM,18,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-38,Pre-Purchase,Grand Total,Digital,LATAM,BRA,6/24/17,RPG 123 GOLD PC,RPG 123 GOLD PC,26,UBISOFT,18,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-38,Pre-Purchase,Grand Total,Digital,LATAM,BRA,6/24/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,3,STEAM,18,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-38,Pre-Purchase,Grand Total,Digital,LATAM,BRA,6/24/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,0,UBISOFT,18,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-38,Pre-Purchase,Grand Total,Digital,LATAM,BRA,6/24/17,RPG 123 GOLD PS4,RPG 123 GOLD PS4,29,SONY,18,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-38,Pre-Purchase,Grand Total,Digital,LATAM,BRA,6/24/17,RPG 123 PS4,RPG 123 PS4,72,SONY,18,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-38,Pre-Order,Grand Total,Digital,LATAM,BRA,6/24/17,RPG 123 XBOX ONE,RPG 123 XBOX ONE,83,MICROSOFT,18,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-38,Pre-Order,Grand Total,Digital,LATAM,BRA,6/24/17,RPG 123 DELUXE EDITION XBOX ONE,RPG 123 DELUXE XBOX ONE,32,MICROSOFT,18,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-38,Pre-Purchase,Grand Total,Digital,LATAM,BRA,6/24/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,9,SONY,18,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-38,Pre-Order,Grand Total,Digital,CAN,CAN,6/24/17,RPG 123 GOLD XBOX ONE,RPG 123 GOLD XBOX ONE,403,MICROSOFT,18,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-38,Pre-Purchase,Grand Total,Digital,CAN,CAN,6/24/17,RPG 123 GOLD XBOX ONE,RPG 123 GOLD XBOX ONE,13,UBISOFT,18,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-38,Pre-Purchase,Grand Total,Digital,CAN,CAN,6/24/17,RPG 123 PC,RPG 123 PC,39,STEAM,18,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Standard,Standard,-38,Pre-Purchase,Grand Total,Digital,CAN,CAN,6/24/17,RPG 123 PC,RPG 123 PC,11,UBISOFT,18,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-38,Pre-Purchase,Grand Total,Digital,CAN,CAN,6/24/17,RPG 123 GOLD PC,RPG 123 GOLD PC,79,STEAM,18,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-38,Pre-Purchase,Grand Total,Digital,CAN,CAN,6/24/17,RPG 123 GOLD PC,RPG 123 GOLD PC,37,UBISOFT,18,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-38,Pre-Purchase,Grand Total,Digital,CAN,CAN,6/24/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,35,STEAM,18,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-38,Pre-Purchase,Grand Total,Digital,CAN,CAN,6/24/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,12,UBISOFT,18,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-38,Pre-Purchase,Grand Total,Digital,CAN,CAN,6/24/17,RPG 123 GOLD PS4,RPG 123 GOLD PS4,202,SONY,18,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-38,Pre-Purchase,Grand Total,Digital,CAN,CAN,6/24/17,RPG 123 GOLD PS4,RPG 123 GOLD PS4,14,UBISOFT,18,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-38,Pre-Purchase,Grand Total,Digital,CAN,CAN,6/24/17,RPG 123 PS4,RPG 123 PS4,3,UBISOFT,18,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-38,Pre-Order,Grand Total,Digital,CAN,CAN,6/24/17,RPG 123 XBOX ONE,RPG 123 XBOX ONE,141,MICROSOFT,18,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-38,Pre-Purchase,Grand Total,Digital,CAN,CAN,6/24/17,RPG 123 XBOX ONE,RPG 123 XBOX ONE,4,UBISOFT,18,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-38,Pre-Order,Grand Total,Digital,CAN,CAN,6/24/17,RPG 123 DELUXE EDITION XBOX ONE,RPG 123 DELUXE XBOX ONE,134,MICROSOFT,18,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-38,Pre-Purchase,Grand Total,Digital,CAN,CAN,6/24/17,RPG 123 DELUXE EDITION XBOX ONE,RPG 123 DELUXE XBOX ONE,10,UBISOFT,18,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-38,Pre-Purchase,Grand Total,Digital,CAN,CAN,6/24/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,44,SONY,18,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-38,Pre-Purchase,Grand Total,Digital,CAN,CAN,6/24/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,8,UBISOFT,18,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-38,Pre-Purchase,Grand Total,Digital,CAN,CAN,6/24/17,RPG 123 GODS EDITION XBOX ONE,RPG 123 COLLECTOR EDITION XBOX ONE,7,UBISOFT,18,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Collector,-38,Pre-Purchase,Grand Total,Digital,CAN,CAN,6/24/17,RPG 123 DAWN OF THE CRD PS4,RPG 123 COLLECTOR EDITION PS4,234,UBISOFT,18,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-38,Pre-Purchase,Grand Total,Digital,CAN,CAN,6/24/17,RPG 123 D.O.C LEGENDARY PS4,RPG 123 COLLECTOR EDITION PS4,15,UBISOFT,18,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-38,Pre-Purchase,Grand Total,Digital,CAN,CAN,6/24/17,RPG 123 GODS EDITION PS4,RPG 123 COLLECTOR EDITION PS4,17,UBISOFT,18,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-38,Pre-Purchase,Grand Total,Digital,CAN,CAN,6/24/17,RPG 123 D.O.C LEGENDARY XBOX ONE,RPG 123 COLLECTOR EDITION XBOX ONE,4,UBISOFT,18,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-38,Pre-Order,Grand Total,Digital,LATAM,ROSA,6/24/17,RPG 123 GOLD XBOX ONE,RPG 123 GOLD XBOX ONE,62,MICROSOFT,18,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-38,Pre-Purchase,Grand Total,Digital,LATAM,ROSA,6/24/17,RPG 123 PC,RPG 123 PC,18,STEAM,18,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Standard,Standard,-38,Pre-Purchase,Grand Total,Digital,LATAM,ROSA,6/24/17,RPG 123 PC,RPG 123 PC,6,UBISOFT,18,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-38,Pre-Purchase,Grand Total,Digital,LATAM,ROSA,6/24/17,RPG 123 GOLD PC,RPG 123 GOLD PC,35,STEAM,18,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-38,Pre-Purchase,Grand Total,Digital,LATAM,ROSA,6/24/17,RPG 123 GOLD PC,RPG 123 GOLD PC,12,UBISOFT,18,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-38,Pre-Purchase,Grand Total,Digital,LATAM,ROSA,6/24/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,7,STEAM,18,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
